Scenario,Sector,Subsector,Technology,Enduse,Unit,Parameters,Fuel,Period,FuelGroup,Technology_Group,Value
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Cooling),Refrigeration,PJ,End Use Demand,Electricity,2025,Electricity,Heating/Cooling,112.8552920744
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Cooling),Refrigeration,PJ,End Use Demand,Electricity,2030,Electricity,Heating/Cooling,112.8568231297
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Cooling),Refrigeration,PJ,Fuel Consumption,Electricity,2018,Electricity,Heating/Cooling,112.8568231297
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Cooling),Refrigeration,PJ,Fuel Consumption,Electricity,2020,Electricity,Heating/Cooling,101.5825583327
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Cooling),Refrigeration,PJ,Fuel Consumption,Electricity,2025,Electricity,Heating/Cooling,40.7973867985
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Cooling),Refrigeration,PJ,Fuel Consumption,Electricity,2030,Electricity,Heating/Cooling,0.0006736221
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Heating),Water Heating,PJ,End Use Demand,Electricity,2018,Electricity,Heating/Cooling,0.53352516
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Heating),Water Heating,PJ,End Use Demand,Electricity,2020,Electricity,Heating/Cooling,47.0328874956
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Heating),Water Heating,PJ,End Use Demand,Electricity,2025,Electricity,Heating/Cooling,218.0549218207
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Heating),Water Heating,PJ,End Use Demand,Electricity,2030,Electricity,Heating/Cooling,341.2680377503
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Heating),Water Heating,PJ,End Use Demand,Electricity,2035,Electricity,Heating/Cooling,341.0776403612
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Heating),Water Heating,PJ,End Use Demand,Electricity,2040,Electricity,Heating/Cooling,314.6980197366
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Heating),Water Heating,PJ,End Use Demand,Electricity,2045,Electricity,Heating/Cooling,198.4651857136
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Heating),Water Heating,PJ,End Use Demand,Electricity,2050,Electricity,Heating/Cooling,54.2205904644
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Heating),Water Heating,PJ,End Use Demand,Electricity,2055,Electricity,Heating/Cooling,0.0121959593
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Heating),Water Heating,PJ,End Use Demand,Electricity,2060,Electricity,Heating/Cooling,0.01029
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Heating),Water Heating,PJ,Fuel Consumption,Electricity,2018,Electricity,Heating/Cooling,0.0095277778
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Heating),Water Heating,PJ,Fuel Consumption,Electricity,2020,Electricity,Heating/Cooling,0.0076222222
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Heating),Water Heating,PJ,Fuel Consumption,Electricity,2025,Electricity,Heating/Cooling,0.0057166667
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Heating),Water Heating,PJ,Fuel Consumption,Electricity,2030,Electricity,Heating/Cooling,0.0038111111
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Heating),Water Heating,PJ,Fuel Consumption,Electricity,2035,Electricity,Heating/Cooling,0.0019055556
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Heating),Water Heating,PJ,Fuel Consumption,Electricity,2040,Electricity,Heating/Cooling,0.01029
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Heating),Water Heating,PJ,Fuel Consumption,Electricity,2045,Electricity,Heating/Cooling,0.0095277778
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Heating),Water Heating,PJ,Fuel Consumption,Electricity,2050,Electricity,Heating/Cooling,0.0076222222
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Heating),Water Heating,PJ,Fuel Consumption,Electricity,2055,Electricity,Heating/Cooling,0.0057166667
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Heating),Water Heating,PJ,Fuel Consumption,Electricity,2060,Electricity,Heating/Cooling,0.0038111111
Kea,Agriculture,Dairy Cattle Farming,Hot Water Cylinder,Water Heating,PJ,End Use Demand,Electricity,2018,Electricity,Heating/Cooling,0.0019055556
Kea,Agriculture,Dairy Cattle Farming,Hot Water Cylinder,Water Heating,PJ,Fuel Consumption,Electricity,2018,Electricity,Heating/Cooling,459.72533
Kea,Agriculture,Dairy Cattle Farming,Irrigator,Irrigation,PJ,End Use Demand,Electricity,2018,Electricity,Stationary Motive Power,417.9321181818
Kea,Agriculture,Dairy Cattle Farming,Irrigator,Irrigation,PJ,End Use Demand,Electricity,2020,Electricity,Stationary Motive Power,313.4490886364
Kea,Agriculture,Dairy Cattle Farming,Irrigator,Irrigation,PJ,End Use Demand,Electricity,2025,Electricity,Stationary Motive Power,208.9660590909
Kea,Agriculture,Dairy Cattle Farming,Irrigator,Irrigation,PJ,End Use Demand,Electricity,2030,Electricity,Stationary Motive Power,104.4830295455
Kea,Agriculture,Dairy Cattle Farming,Irrigator,Irrigation,PJ,End Use Demand,Electricity,2035,Electricity,Stationary Motive Power,459.72533
Kea,Agriculture,Dairy Cattle Farming,Irrigator,Irrigation,PJ,Fuel Consumption,Electricity,2018,Electricity,Stationary Motive Power,417.9321181818
Kea,Agriculture,Dairy Cattle Farming,Irrigator,Irrigation,PJ,Fuel Consumption,Electricity,2020,Electricity,Stationary Motive Power,313.4490886364
Kea,Agriculture,Dairy Cattle Farming,Irrigator,Irrigation,PJ,Fuel Consumption,Electricity,2025,Electricity,Stationary Motive Power,208.9660590909
Kea,Agriculture,Dairy Cattle Farming,Irrigator,Irrigation,PJ,Fuel Consumption,Electricity,2030,Electricity,Stationary Motive Power,104.4830295455
Kea,Agriculture,Dairy Cattle Farming,Irrigator,Irrigation,PJ,Fuel Consumption,Electricity,2035,Electricity,Stationary Motive Power,0.31486
Kea,Agriculture,Dairy Cattle Farming,Irrigator with VSD,Irrigation,PJ,End Use Demand,Electricity,2018,Electricity,Stationary Motive Power,0.291537037
Kea,Agriculture,Dairy Cattle Farming,Irrigator with VSD,Irrigation,PJ,End Use Demand,Electricity,2020,Electricity,Stationary Motive Power,0.2332296296
Kea,Agriculture,Dairy Cattle Farming,Irrigator with VSD,Irrigation,PJ,End Use Demand,Electricity,2025,Electricity,Stationary Motive Power,0.1749222222
Kea,Agriculture,Dairy Cattle Farming,Irrigator with VSD,Irrigation,PJ,End Use Demand,Electricity,2030,Electricity,Stationary Motive Power,0.1166148148
Kea,Agriculture,Dairy Cattle Farming,Irrigator with VSD,Irrigation,PJ,End Use Demand,Electricity,2035,Electricity,Stationary Motive Power,0.0583074074
Kea,Agriculture,Dairy Cattle Farming,Irrigator with VSD,Irrigation,PJ,End Use Demand,Electricity,2040,Electricity,Stationary Motive Power,0.31486
Kea,Agriculture,Dairy Cattle Farming,Irrigator with VSD,Irrigation,PJ,End Use Demand,Electricity,2045,Electricity,Stationary Motive Power,0.291537037
Kea,Agriculture,Dairy Cattle Farming,Irrigator with VSD,Irrigation,PJ,End Use Demand,Electricity,2050,Electricity,Stationary Motive Power,0.2332296296
Kea,Agriculture,Dairy Cattle Farming,Irrigator with VSD,Irrigation,PJ,End Use Demand,Electricity,2055,Electricity,Stationary Motive Power,0.1749222222
Kea,Agriculture,Dairy Cattle Farming,Irrigator with VSD,Irrigation,PJ,End Use Demand,Electricity,2060,Electricity,Stationary Motive Power,0.1166148148
Kea,Agriculture,Dairy Cattle Farming,Irrigator with VSD,Irrigation,PJ,Fuel Consumption,Electricity,2018,Electricity,Stationary Motive Power,0.0583074074
Kea,Agriculture,Dairy Cattle Farming,Irrigator with VSD,Irrigation,PJ,Fuel Consumption,Electricity,2020,Electricity,Stationary Motive Power,89.9272217504
Kea,Agriculture,Dairy Cattle Farming,Irrigator with VSD,Irrigation,PJ,Fuel Consumption,Electricity,2025,Electricity,Stationary Motive Power,207.6197919892
Kea,Agriculture,Dairy Cattle Farming,Irrigator with VSD,Irrigation,PJ,Fuel Consumption,Electricity,2030,Electricity,Stationary Motive Power,207.6197919892
Kea,Agriculture,Dairy Cattle Farming,Irrigator with VSD,Irrigation,PJ,Fuel Consumption,Electricity,2035,Electricity,Stationary Motive Power,207.6197919892
Kea,Agriculture,Dairy Cattle Farming,Irrigator with VSD,Irrigation,PJ,Fuel Consumption,Electricity,2040,Electricity,Stationary Motive Power,175.1558258379
Kea,Agriculture,Dairy Cattle Farming,Irrigator with VSD,Irrigation,PJ,Fuel Consumption,Electricity,2045,Electricity,Stationary Motive Power,51.7814837333
Kea,Agriculture,Dairy Cattle Farming,Irrigator with VSD,Irrigation,PJ,Fuel Consumption,Electricity,2050,Electricity,Stationary Motive Power,52.8189908425
Kea,Agriculture,Dairy Cattle Farming,Irrigator with VSD,Irrigation,PJ,Fuel Consumption,Electricity,2055,Electricity,Stationary Motive Power,200.0669715718
Kea,Agriculture,Dairy Cattle Farming,Irrigator with VSD,Irrigation,PJ,Fuel Consumption,Electricity,2060,Electricity,Stationary Motive Power,200.0669715718
Kea,Agriculture,Dairy Cattle Farming,Lights (General),Lighting,PJ,End Use Demand,Electricity,2018,Electricity,Electronics and Lighting,200.0669715718
Kea,Agriculture,Dairy Cattle Farming,Lights (General),Lighting,PJ,End Use Demand,Electricity,2020,Electricity,Electronics and Lighting,180.999175442
Kea,Agriculture,Dairy Cattle Farming,Lights (General),Lighting,PJ,End Use Demand,Electricity,2025,Electricity,Electronics and Lighting,64.7850489069
Kea,Agriculture,Dairy Cattle Farming,Lights (General),Lighting,PJ,End Use Demand,Electricity,2030,Electricity,Electronics and Lighting,154.07906
Kea,Agriculture,Dairy Cattle Farming,Lights (General),Lighting,PJ,End Use Demand,Electricity,2035,Electricity,Electronics and Lighting,142.6657962963
Kea,Agriculture,Dairy Cattle Farming,Lights (General),Lighting,PJ,End Use Demand,Electricity,2040,Electricity,Electronics and Lighting,114.132637037
Kea,Agriculture,Dairy Cattle Farming,Lights (General),Lighting,PJ,End Use Demand,Electricity,2045,Electricity,Electronics and Lighting,85.5994777778
Kea,Agriculture,Dairy Cattle Farming,Lights (General),Lighting,PJ,End Use Demand,Electricity,2050,Electricity,Electronics and Lighting,57.0663185185
Kea,Agriculture,Dairy Cattle Farming,Lights (General),Lighting,PJ,End Use Demand,Electricity,2055,Electricity,Electronics and Lighting,28.5331592593
Kea,Agriculture,Dairy Cattle Farming,Lights (General),Lighting,PJ,End Use Demand,Electricity,2060,Electricity,Electronics and Lighting,154.07906
Kea,Agriculture,Dairy Cattle Farming,Lights (General),Lighting,PJ,Fuel Consumption,Electricity,2018,Electricity,Electronics and Lighting,142.6657962963
Kea,Agriculture,Dairy Cattle Farming,Lights (General),Lighting,PJ,Fuel Consumption,Electricity,2020,Electricity,Electronics and Lighting,114.132637037
Kea,Agriculture,Dairy Cattle Farming,Lights (General),Lighting,PJ,Fuel Consumption,Electricity,2025,Electricity,Electronics and Lighting,85.5994777778
Kea,Agriculture,Dairy Cattle Farming,Lights (General),Lighting,PJ,Fuel Consumption,Electricity,2030,Electricity,Electronics and Lighting,57.0663185185
Kea,Agriculture,Dairy Cattle Farming,Lights (General),Lighting,PJ,Fuel Consumption,Electricity,2035,Electricity,Electronics and Lighting,28.5331592593
Kea,Agriculture,Dairy Cattle Farming,Lights (General),Lighting,PJ,Fuel Consumption,Electricity,2040,Electricity,Electronics and Lighting,0.001881914
Kea,Agriculture,Dairy Cattle Farming,Lights (General),Lighting,PJ,Fuel Consumption,Electricity,2045,Electricity,Electronics and Lighting,0.003822855
Kea,Agriculture,Dairy Cattle Farming,Lights (General),Lighting,PJ,Fuel Consumption,Electricity,2050,Electricity,Electronics and Lighting,0.0057687255
Kea,Agriculture,Dairy Cattle Farming,Lights (General),Lighting,PJ,Fuel Consumption,Electricity,2055,Electricity,Electronics and Lighting,0.0080903261
Kea,Agriculture,Dairy Cattle Farming,Lights (General),Lighting,PJ,Fuel Consumption,Electricity,2060,Electricity,Electronics and Lighting,0.0095374015
Kea,Agriculture,Dairy Cattle Farming,Refrigerator,Refrigeration,PJ,End Use Demand,Electricity,2018,Electricity,Heating/Cooling,82.978
Kea,Agriculture,Dairy Cattle Farming,Refrigerator,Refrigeration,PJ,End Use Demand,Electricity,2020,Electricity,Heating/Cooling,76.8314814815
Kea,Agriculture,Dairy Cattle Farming,Refrigerator,Refrigeration,PJ,End Use Demand,Electricity,2025,Electricity,Heating/Cooling,61.4651851852
Kea,Agriculture,Dairy Cattle Farming,Refrigerator,Refrigeration,PJ,End Use Demand,Electricity,2030,Electricity,Heating/Cooling,46.0988888889
Kea,Agriculture,Dairy Cattle Farming,Refrigerator,Refrigeration,PJ,End Use Demand,Electricity,2035,Electricity,Heating/Cooling,30.7325925926
Kea,Agriculture,Dairy Cattle Farming,Refrigerator,Refrigeration,PJ,End Use Demand,Electricity,2040,Electricity,Heating/Cooling,15.3662962963
Kea,Agriculture,Dairy Cattle Farming,Refrigerator,Refrigeration,PJ,End Use Demand,Electricity,2045,Electricity,Heating/Cooling,82.978
Kea,Agriculture,Dairy Cattle Farming,Refrigerator,Refrigeration,PJ,End Use Demand,Electricity,2050,Electricity,Heating/Cooling,76.8314814815
Kea,Agriculture,Dairy Cattle Farming,Refrigerator,Refrigeration,PJ,End Use Demand,Electricity,2055,Electricity,Heating/Cooling,61.4651851852
Kea,Agriculture,Dairy Cattle Farming,Refrigerator,Refrigeration,PJ,End Use Demand,Electricity,2060,Electricity,Heating/Cooling,46.0988888889
Kea,Agriculture,Dairy Cattle Farming,Refrigerator,Refrigeration,PJ,Fuel Consumption,Electricity,2018,Electricity,Heating/Cooling,30.7325925926
Kea,Agriculture,Dairy Cattle Farming,Refrigerator,Refrigeration,PJ,Fuel Consumption,Electricity,2020,Electricity,Heating/Cooling,15.3662962963
Kea,Agriculture,Dairy Cattle Farming,Refrigerator,Refrigeration,PJ,Fuel Consumption,Electricity,2025,Electricity,Heating/Cooling,17.0229708653
Kea,Agriculture,Dairy Cattle Farming,Refrigerator,Refrigeration,PJ,Fuel Consumption,Electricity,2030,Electricity,Heating/Cooling,33.0218270859
Kea,Agriculture,Dairy Cattle Farming,Refrigerator,Refrigeration,PJ,Fuel Consumption,Electricity,2035,Electricity,Heating/Cooling,50.8868345724
Kea,Agriculture,Dairy Cattle Farming,Refrigerator,Refrigeration,PJ,Fuel Consumption,Electricity,2040,Electricity,Heating/Cooling,80.0503072188
Kea,Agriculture,Dairy Cattle Farming,Refrigerator,Refrigeration,PJ,Fuel Consumption,Electricity,2045,Electricity,Heating/Cooling,88.5335031685
Kea,Agriculture,Dairy Cattle Farming,Refrigerator,Refrigeration,PJ,Fuel Consumption,Electricity,2050,Electricity,Heating/Cooling,92.1772475376
Kea,Agriculture,Dairy Cattle Farming,Refrigerator,Refrigeration,PJ,Fuel Consumption,Electricity,2055,Electricity,Heating/Cooling,95.6672433584
Kea,Agriculture,Dairy Cattle Farming,Refrigerator,Refrigeration,PJ,Fuel Consumption,Electricity,2060,Electricity,Heating/Cooling,21.6068930517
Kea,Agriculture,Dairy Cattle Farming,Tractor (Agricultural),Tractor Services,Mt CO<sub>2</sub>/yr,Emissions,Diesel,2018,Fossil Fuels,Mobile Motive Power,43.5660449342
Kea,Agriculture,Dairy Cattle Farming,Tractor (Agricultural),Tractor Services,Mt CO<sub>2</sub>/yr,Emissions,Diesel,2020,Fossil Fuels,Mobile Motive Power,72.1789972849
Kea,Agriculture,Dairy Cattle Farming,Tractor (Agricultural),Tractor Services,Mt CO<sub>2</sub>/yr,Emissions,Diesel,2025,Fossil Fuels,Mobile Motive Power,92.2407686735
Kea,Agriculture,Dairy Cattle Farming,Tractor (Agricultural),Tractor Services,Mt CO<sub>2</sub>/yr,Emissions,Diesel,2030,Fossil Fuels,Mobile Motive Power,103.003042005
Kea,Agriculture,Dairy Cattle Farming,Tractor (Agricultural),Tractor Services,Mt CO<sub>2</sub>/yr,Emissions,Diesel,2035,Fossil Fuels,Mobile Motive Power,103.1059618627
Kea,Agriculture,Dairy Cattle Farming,Tractor (Agricultural),Tractor Services,Mt CO<sub>2</sub>/yr,Emissions,Diesel,2040,Fossil Fuels,Mobile Motive Power,5.3981992204
Kea,Agriculture,Dairy Cattle Farming,Tractor (Agricultural),Tractor Services,PJ,End Use Demand,Diesel,2018,Fossil Fuels,Mobile Motive Power,22.9674823183
Kea,Agriculture,Dairy Cattle Farming,Tractor (Agricultural),Tractor Services,PJ,End Use Demand,Diesel,2020,Fossil Fuels,Mobile Motive Power,22.9674823183
Kea,Agriculture,Dairy Cattle Farming,Tractor (Agricultural),Tractor Services,PJ,End Use Demand,Diesel,2025,Fossil Fuels,Mobile Motive Power,22.9674823183
Kea,Agriculture,Dairy Cattle Farming,Tractor (Agricultural),Tractor Services,PJ,End Use Demand,Diesel,2030,Fossil Fuels,Mobile Motive Power,20.9451860817
Kea,Agriculture,Dairy Cattle Farming,Tractor (Agricultural),Tractor Services,PJ,End Use Demand,Diesel,2035,Fossil Fuels,Mobile Motive Power,7.4787124839
Kea,Agriculture,Dairy Cattle Farming,Tractor (Agricultural),Tractor Services,PJ,End Use Demand,Diesel,2040,Fossil Fuels,Mobile Motive Power,6.1488518524
Kea,Agriculture,Dairy Cattle Farming,Tractor (Agricultural),Tractor Services,PJ,End Use Demand,Green Hydrogen,2035,Electricity,Mobile Motive Power,21.4540899595
Kea,Agriculture,Dairy Cattle Farming,Tractor (Agricultural),Tractor Services,PJ,End Use Demand,Green Hydrogen,2040,Electricity,Mobile Motive Power,42.4046716972
Kea,Agriculture,Dairy Cattle Farming,Tractor (Agricultural),Tractor Services,PJ,End Use Demand,Green Hydrogen,2045,Electricity,Mobile Motive Power,42.4046716972
Kea,Agriculture,Dairy Cattle Farming,Tractor (Agricultural),Tractor Services,PJ,End Use Demand,Green Hydrogen,2050,Electricity,Mobile Motive Power,40.1011627949
Kea,Agriculture,Dairy Cattle Farming,Tractor (Agricultural),Tractor Services,PJ,End Use Demand,Green Hydrogen,2055,Electricity,Mobile Motive Power,27.4655587383
Kea,Agriculture,Dairy Cattle Farming,Tractor (Agricultural),Tractor Services,PJ,End Use Demand,Green Hydrogen,2060,Electricity,Mobile Motive Power,8.9180290575
Kea,Agriculture,Dairy Cattle Farming,Tractor (Agricultural),Tractor Services,PJ,Fuel Consumption,Diesel,2018,Fossil Fuels,Mobile Motive Power,0.04173
Kea,Agriculture,Dairy Cattle Farming,Tractor (Agricultural),Tractor Services,PJ,Fuel Consumption,Diesel,2020,Fossil Fuels,Mobile Motive Power,0.0386388889
Kea,Agriculture,Dairy Cattle Farming,Tractor (Agricultural),Tractor Services,PJ,Fuel Consumption,Diesel,2025,Fossil Fuels,Mobile Motive Power,0.0309111111
Kea,Agriculture,Dairy Cattle Farming,Tractor (Agricultural),Tractor Services,PJ,Fuel Consumption,Diesel,2030,Fossil Fuels,Mobile Motive Power,0.0231833333
Kea,Agriculture,Dairy Cattle Farming,Tractor (Agricultural),Tractor Services,PJ,Fuel Consumption,Diesel,2035,Fossil Fuels,Mobile Motive Power,0.0154555556
Kea,Agriculture,Dairy Cattle Farming,Tractor (Agricultural),Tractor Services,PJ,Fuel Consumption,Diesel,2040,Fossil Fuels,Mobile Motive Power,0.0077277778
Kea,Agriculture,Dairy Cattle Farming,Tractor (Agricultural),Tractor Services,PJ,Fuel Consumption,Green Hydrogen,2035,Electricity,Mobile Motive Power,0.04173
Kea,Agriculture,Dairy Cattle Farming,Tractor (Agricultural),Tractor Services,PJ,Fuel Consumption,Green Hydrogen,2040,Electricity,Mobile Motive Power,0.0386388889
Kea,Agriculture,Dairy Cattle Farming,Tractor (Agricultural),Tractor Services,PJ,Fuel Consumption,Green Hydrogen,2045,Electricity,Mobile Motive Power,0.0309111111
Kea,Agriculture,Dairy Cattle Farming,Tractor (Agricultural),Tractor Services,PJ,Fuel Consumption,Green Hydrogen,2050,Electricity,Mobile Motive Power,0.0231833333
Kea,Agriculture,Dairy Cattle Farming,Tractor (Agricultural),Tractor Services,PJ,Fuel Consumption,Green Hydrogen,2055,Electricity,Mobile Motive Power,0.0154555556
Kea,Agriculture,Dairy Cattle Farming,Tractor (Agricultural),Tractor Services,PJ,Fuel Consumption,Green Hydrogen,2060,Electricity,Mobile Motive Power,0.0077277778
Kea,Agriculture,Dairy Cattle Farming,Transfer Pump,Pumping,PJ,End Use Demand,Electricity,2018,Electricity,Stationary Motive Power,92.57215
Kea,Agriculture,Dairy Cattle Farming,Transfer Pump,Pumping,PJ,End Use Demand,Electricity,2020,Electricity,Stationary Motive Power,85.7149537037
Kea,Agriculture,Dairy Cattle Farming,Transfer Pump,Pumping,PJ,End Use Demand,Electricity,2025,Electricity,Stationary Motive Power,68.571962963
Kea,Agriculture,Dairy Cattle Farming,Transfer Pump,Pumping,PJ,End Use Demand,Electricity,2030,Electricity,Stationary Motive Power,51.4289722222
Kea,Agriculture,Dairy Cattle Farming,Transfer Pump,Pumping,PJ,End Use Demand,Electricity,2035,Electricity,Stationary Motive Power,34.2859814815
Kea,Agriculture,Dairy Cattle Farming,Transfer Pump,Pumping,PJ,End Use Demand,Electricity,2040,Electricity,Stationary Motive Power,17.1429907407
Kea,Agriculture,Dairy Cattle Farming,Transfer Pump,Pumping,PJ,End Use Demand,Electricity,2045,Electricity,Stationary Motive Power,92.57215
Kea,Agriculture,Dairy Cattle Farming,Transfer Pump,Pumping,PJ,End Use Demand,Electricity,2050,Electricity,Stationary Motive Power,85.7149537037
Kea,Agriculture,Dairy Cattle Farming,Transfer Pump,Pumping,PJ,End Use Demand,Electricity,2055,Electricity,Stationary Motive Power,68.571962963
Kea,Agriculture,Dairy Cattle Farming,Transfer Pump,Pumping,PJ,End Use Demand,Electricity,2060,Electricity,Stationary Motive Power,51.4289722222
Kea,Agriculture,Dairy Cattle Farming,Transfer Pump,Pumping,PJ,Fuel Consumption,Electricity,2018,Electricity,Stationary Motive Power,34.2859814815
Kea,Agriculture,Dairy Cattle Farming,Transfer Pump,Pumping,PJ,Fuel Consumption,Electricity,2020,Electricity,Stationary Motive Power,17.1429907407
Kea,Agriculture,Dairy Cattle Farming,Transfer Pump,Pumping,PJ,Fuel Consumption,Electricity,2025,Electricity,Stationary Motive Power,2.96034
Kea,Agriculture,Dairy Cattle Farming,Transfer Pump,Pumping,PJ,Fuel Consumption,Electricity,2030,Electricity,Stationary Motive Power,2.77531875
