scen,Sector,Subsector,Technology,Enduse,Unit,Parameters,Fuel,Period,FuelGroup,Technology_Group,Value
Kea,Agriculture,Dairy Cattle Farming,Farm Bike,Off-road Motorbike Use,PJ,End Use Demand,Electricity,2055,Electricity,Mobile Motive Power,0.0430074360
Kea,Agriculture,Dairy Cattle Farming,Farm Bike,Off-road Motorbike Use,PJ,End Use Demand,Electricity,2060,Electricity,Mobile Motive Power,0.0403237059
Kea,Agriculture,Dairy Cattle Farming,Farm Bike,Off-road Motorbike Use,PJ,End Use Demand,Petrol,2018,Fossil Fuels,Mobile Motive Power,0.0670000000
Kea,Agriculture,Dairy Cattle Farming,Farm Bike,Off-road Motorbike Use,PJ,End Use Demand,Petrol,2025,Fossil Fuels,Mobile Motive Power,0.0204190938
Kea,Agriculture,Dairy Cattle Farming,Farm Bike,Off-road Motorbike Use,PJ,End Use Demand,Petrol,2030,Fossil Fuels,Mobile Motive Power,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Farm Bike,Off-road Motorbike Use,PJ,End Use Demand,Petrol,2035,Fossil Fuels,Mobile Motive Power,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Farm Bike,Off-road Motorbike Use,PJ,End Use Demand,Petrol,2040,Fossil Fuels,Mobile Motive Power,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Farm Bike,Off-road Motorbike Use,PJ,End Use Demand,Petrol,2045,Fossil Fuels,Mobile Motive Power,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Farm Bike,Off-road Motorbike Use,PJ,End Use Demand,Petrol,2050,Fossil Fuels,Mobile Motive Power,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Farm Bike,Off-road Motorbike Use,PJ,End Use Demand,Petrol,2055,Fossil Fuels,Mobile Motive Power,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Farm Bike,Off-road Motorbike Use,PJ,End Use Demand,Petrol,2060,Fossil Fuels,Mobile Motive Power,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Farm Bike,Off-road Motorbike Use,PJ,Fuel Consumption,Electricity,2018,Electricity,Mobile Motive Power,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Farm Bike,Off-road Motorbike Use,PJ,Fuel Consumption,Electricity,2025,Electricity,Mobile Motive Power,0.1206774269
Kea,Agriculture,Dairy Cattle Farming,Farm Bike,Off-road Motorbike Use,PJ,Fuel Consumption,Electricity,2030,Electricity,Mobile Motive Power,0.1690043913
Kea,Agriculture,Dairy Cattle Farming,Farm Bike,Off-road Motorbike Use,PJ,Fuel Consumption,Electricity,2035,Electricity,Mobile Motive Power,0.1590039671
Kea,Agriculture,Dairy Cattle Farming,Farm Bike,Off-road Motorbike Use,PJ,Fuel Consumption,Electricity,2040,Electricity,Mobile Motive Power,0.1490818752
Kea,Agriculture,Dairy Cattle Farming,Farm Bike,Off-road Motorbike Use,PJ,Fuel Consumption,Electricity,2045,Electricity,Mobile Motive Power,0.1397789371
Kea,Agriculture,Dairy Cattle Farming,Farm Bike,Off-road Motorbike Use,PJ,Fuel Consumption,Electricity,2050,Electricity,Mobile Motive Power,0.1310565166
Kea,Agriculture,Dairy Cattle Farming,Farm Bike,Off-road Motorbike Use,PJ,Fuel Consumption,Electricity,2055,Electricity,Mobile Motive Power,0.1228783886
Kea,Agriculture,Dairy Cattle Farming,Farm Bike,Off-road Motorbike Use,PJ,Fuel Consumption,Electricity,2060,Electricity,Mobile Motive Power,0.1152105883
Kea,Agriculture,Dairy Cattle Farming,Farm Bike,Off-road Motorbike Use,PJ,Fuel Consumption,Petrol,2018,Fossil Fuels,Mobile Motive Power,0.6700000000
Kea,Agriculture,Dairy Cattle Farming,Farm Bike,Off-road Motorbike Use,PJ,Fuel Consumption,Petrol,2025,Fossil Fuels,Mobile Motive Power,0.2041909377
Kea,Agriculture,Dairy Cattle Farming,Farm Bike,Off-road Motorbike Use,PJ,Fuel Consumption,Petrol,2030,Fossil Fuels,Mobile Motive Power,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Farm Bike,Off-road Motorbike Use,PJ,Fuel Consumption,Petrol,2035,Fossil Fuels,Mobile Motive Power,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Farm Bike,Off-road Motorbike Use,PJ,Fuel Consumption,Petrol,2040,Fossil Fuels,Mobile Motive Power,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Farm Bike,Off-road Motorbike Use,PJ,Fuel Consumption,Petrol,2045,Fossil Fuels,Mobile Motive Power,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Farm Bike,Off-road Motorbike Use,PJ,Fuel Consumption,Petrol,2050,Fossil Fuels,Mobile Motive Power,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Farm Bike,Off-road Motorbike Use,PJ,Fuel Consumption,Petrol,2055,Fossil Fuels,Mobile Motive Power,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Farm Bike,Off-road Motorbike Use,PJ,Fuel Consumption,Petrol,2060,Fossil Fuels,Mobile Motive Power,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Cooling),Refrigeration,PJ,End Use Demand,Electricity,2018,Electricity,Heating/Cooling,1.8300873360
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Cooling),Refrigeration,PJ,End Use Demand,Electricity,2025,Electricity,Heating/Cooling,0.9760465792
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Cooling),Refrigeration,PJ,End Use Demand,Electricity,2030,Electricity,Heating/Cooling,0.3660174672
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Cooling),Refrigeration,PJ,End Use Demand,Electricity,2035,Electricity,Heating/Cooling,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Cooling),Refrigeration,PJ,End Use Demand,Electricity,2040,Electricity,Heating/Cooling,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Cooling),Refrigeration,PJ,End Use Demand,Electricity,2045,Electricity,Heating/Cooling,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Cooling),Refrigeration,PJ,End Use Demand,Electricity,2050,Electricity,Heating/Cooling,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Cooling),Refrigeration,PJ,End Use Demand,Electricity,2055,Electricity,Heating/Cooling,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Cooling),Refrigeration,PJ,End Use Demand,Electricity,2060,Electricity,Heating/Cooling,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Cooling),Refrigeration,PJ,Fuel Consumption,Electricity,2018,Electricity,Heating/Cooling,0.5228820960
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Cooling),Refrigeration,PJ,Fuel Consumption,Electricity,2025,Electricity,Heating/Cooling,0.2788704512
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Cooling),Refrigeration,PJ,Fuel Consumption,Electricity,2030,Electricity,Heating/Cooling,0.1045764192
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Cooling),Refrigeration,PJ,Fuel Consumption,Electricity,2035,Electricity,Heating/Cooling,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Cooling),Refrigeration,PJ,Fuel Consumption,Electricity,2040,Electricity,Heating/Cooling,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Cooling),Refrigeration,PJ,Fuel Consumption,Electricity,2045,Electricity,Heating/Cooling,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Cooling),Refrigeration,PJ,Fuel Consumption,Electricity,2050,Electricity,Heating/Cooling,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Cooling),Refrigeration,PJ,Fuel Consumption,Electricity,2055,Electricity,Heating/Cooling,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Cooling),Refrigeration,PJ,Fuel Consumption,Electricity,2060,Electricity,Heating/Cooling,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Heating),Water Heating,PJ,End Use Demand,Electricity,2018,Electricity,Heating/Cooling,1.4958635113
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Heating),Water Heating,PJ,End Use Demand,Electricity,2025,Electricity,Heating/Cooling,1.9792625191
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Heating),Water Heating,PJ,End Use Demand,Electricity,2030,Electricity,Heating/Cooling,1.9162177556
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Heating),Water Heating,PJ,End Use Demand,Electricity,2035,Electricity,Heating/Cooling,1.8488184287
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Heating),Water Heating,PJ,End Use Demand,Electricity,2040,Electricity,Heating/Cooling,1.7776676905
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Heating),Water Heating,PJ,End Use Demand,Electricity,2045,Electricity,Heating/Cooling,1.7092551484
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Heating),Water Heating,PJ,End Use Demand,Electricity,2050,Electricity,Heating/Cooling,1.6434754246
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Heating),Water Heating,PJ,End Use Demand,Electricity,2055,Electricity,Heating/Cooling,1.5802271965
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Heating),Water Heating,PJ,End Use Demand,Electricity,2060,Electricity,Heating/Cooling,1.5194130409
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Heating),Water Heating,PJ,Fuel Consumption,Electricity,2018,Electricity,Heating/Cooling,0.4273895747
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Heating),Water Heating,PJ,Fuel Consumption,Electricity,2025,Electricity,Heating/Cooling,0.5655035769
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Heating),Water Heating,PJ,Fuel Consumption,Electricity,2030,Electricity,Heating/Cooling,0.5474907873
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Heating),Water Heating,PJ,Fuel Consumption,Electricity,2035,Electricity,Heating/Cooling,0.5282338368
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Heating),Water Heating,PJ,Fuel Consumption,Electricity,2040,Electricity,Heating/Cooling,0.5079050544
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Heating),Water Heating,PJ,Fuel Consumption,Electricity,2045,Electricity,Heating/Cooling,0.4883586138
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Heating),Water Heating,PJ,Fuel Consumption,Electricity,2050,Electricity,Heating/Cooling,0.4695644070
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Heating),Water Heating,PJ,Fuel Consumption,Electricity,2055,Electricity,Heating/Cooling,0.4514934847
Kea,Agriculture,Dairy Cattle Farming,Heat Recovery System (Heating),Water Heating,PJ,Fuel Consumption,Electricity,2060,Electricity,Heating/Cooling,0.4341180117
Kea,Agriculture,Dairy Cattle Farming,Hot Water Cylinder,Water Heating,PJ,End Use Demand,Electricity,2018,Electricity,Heating/Cooling,0.5781364887
Kea,Agriculture,Dairy Cattle Farming,Hot Water Cylinder,Water Heating,PJ,End Use Demand,Electricity,2025,Electricity,Heating/Cooling,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Hot Water Cylinder,Water Heating,PJ,End Use Demand,Electricity,2030,Electricity,Heating/Cooling,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Hot Water Cylinder,Water Heating,PJ,End Use Demand,Electricity,2035,Electricity,Heating/Cooling,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Hot Water Cylinder,Water Heating,PJ,End Use Demand,Electricity,2040,Electricity,Heating/Cooling,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Hot Water Cylinder,Water Heating,PJ,End Use Demand,Electricity,2045,Electricity,Heating/Cooling,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Hot Water Cylinder,Water Heating,PJ,End Use Demand,Electricity,2050,Electricity,Heating/Cooling,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Hot Water Cylinder,Water Heating,PJ,End Use Demand,Electricity,2055,Electricity,Heating/Cooling,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Hot Water Cylinder,Water Heating,PJ,End Use Demand,Electricity,2060,Electricity,Heating/Cooling,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Hot Water Cylinder,Water Heating,PJ,Fuel Consumption,Electricity,2018,Electricity,Heating/Cooling,0.6954197420
Kea,Agriculture,Dairy Cattle Farming,Hot Water Cylinder,Water Heating,PJ,Fuel Consumption,Electricity,2025,Electricity,Heating/Cooling,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Hot Water Cylinder,Water Heating,PJ,Fuel Consumption,Electricity,2030,Electricity,Heating/Cooling,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Hot Water Cylinder,Water Heating,PJ,Fuel Consumption,Electricity,2035,Electricity,Heating/Cooling,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Hot Water Cylinder,Water Heating,PJ,Fuel Consumption,Electricity,2040,Electricity,Heating/Cooling,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Hot Water Cylinder,Water Heating,PJ,Fuel Consumption,Electricity,2045,Electricity,Heating/Cooling,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Hot Water Cylinder,Water Heating,PJ,Fuel Consumption,Electricity,2050,Electricity,Heating/Cooling,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Hot Water Cylinder,Water Heating,PJ,Fuel Consumption,Electricity,2055,Electricity,Heating/Cooling,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Hot Water Cylinder,Water Heating,PJ,Fuel Consumption,Electricity,2060,Electricity,Heating/Cooling,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Irrigator,Irrigation,PJ,End Use Demand,Electricity,2018,Electricity,Stationary Motive Power,0.7748715929
Kea,Agriculture,Dairy Cattle Farming,Irrigator,Irrigation,PJ,End Use Demand,Electricity,2025,Electricity,Stationary Motive Power,0.5043371738
Kea,Agriculture,Dairy Cattle Farming,Irrigator,Irrigation,PJ,End Use Demand,Electricity,2030,Electricity,Stationary Motive Power,0.3103613377
Kea,Agriculture,Dairy Cattle Farming,Irrigator,Irrigation,PJ,End Use Demand,Electricity,2035,Electricity,Stationary Motive Power,0.1163855016
Kea,Agriculture,Dairy Cattle Farming,Irrigator,Irrigation,PJ,End Use Demand,Electricity,2040,Electricity,Stationary Motive Power,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Irrigator,Irrigation,PJ,End Use Demand,Electricity,2045,Electricity,Stationary Motive Power,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Irrigator,Irrigation,PJ,End Use Demand,Electricity,2050,Electricity,Stationary Motive Power,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Irrigator,Irrigation,PJ,End Use Demand,Electricity,2055,Electricity,Stationary Motive Power,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Irrigator,Irrigation,PJ,End Use Demand,Electricity,2060,Electricity,Stationary Motive Power,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Irrigator,Irrigation,PJ,Fuel Consumption,Electricity,2018,Electricity,Stationary Motive Power,1.1069594184
Kea,Agriculture,Dairy Cattle Farming,Irrigator,Irrigation,PJ,Fuel Consumption,Electricity,2025,Electricity,Stationary Motive Power,0.7204816769
Kea,Agriculture,Dairy Cattle Farming,Irrigator,Irrigation,PJ,Fuel Consumption,Electricity,2030,Electricity,Stationary Motive Power,0.4433733396
Kea,Agriculture,Dairy Cattle Farming,Irrigator,Irrigation,PJ,Fuel Consumption,Electricity,2035,Electricity,Stationary Motive Power,0.1662650024
Kea,Agriculture,Dairy Cattle Farming,Irrigator,Irrigation,PJ,Fuel Consumption,Electricity,2040,Electricity,Stationary Motive Power,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Irrigator,Irrigation,PJ,Fuel Consumption,Electricity,2045,Electricity,Stationary Motive Power,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Irrigator,Irrigation,PJ,Fuel Consumption,Electricity,2050,Electricity,Stationary Motive Power,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Irrigator,Irrigation,PJ,Fuel Consumption,Electricity,2055,Electricity,Stationary Motive Power,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Irrigator,Irrigation,PJ,Fuel Consumption,Electricity,2060,Electricity,Stationary Motive Power,0.0000000000
Kea,Agriculture,Dairy Cattle Farming,Irrigator with VSD,Irrigation,PJ,End Use Demand,Electricity,2018,Electricity,Stationary Motive Power,0.3071284071
Kea,Agriculture,Dairy Cattle Farming,Irrigator with VSD,Irrigation,PJ,End Use Demand,Electricity,2025,Electricity,Stationary Motive Power,0.4579334690
Kea,Agriculture,Dairy Cattle Farming,Irrigator with VSD,Irrigation,PJ,End Use Demand,Electricity,2030,Electricity,Stationary Motive Power,0.5753749641
Kea,Agriculture,Dairy Cattle Farming,Irrigator with VSD,Irrigation,PJ,End Use Demand,Electricity,2035,Electricity,Stationary Motive Power,0.6961074362
Kea,Agriculture,Dairy Cattle Farming,Irrigator with VSD,Irrigation,PJ,End Use Demand,Electricity,2040,Electricity,Stationary Motive Power,0.7427482910
Kea,Agriculture,Dairy Cattle Farming,Irrigator with VSD,Irrigation,PJ,End Use Demand,Electricity,2045,Electricity,Stationary Motive Power,0.6789905463
Kea,Agriculture,Dairy Cattle Farming,Irrigator with VSD,Irrigation,PJ,End Use Demand,Electricity,2050,Electricity,Stationary Motive Power,0.6207057863
Kea,Agriculture,Dairy Cattle Farming,Irrigator with VSD,Irrigation,PJ,End Use Demand,Electricity,2055,Electricity,Stationary Motive Power,0.5674242082
Kea,Agriculture,Dairy Cattle Farming,Irrigator with VSD,Irrigation,PJ,End Use Demand,Electricity,2060,Electricity,Stationary Motive Power,0.5187163374
Kea,Agriculture,Dairy Cattle Farming,Irrigator with VSD,Irrigation,PJ,Fuel Consumption,Electricity,2018,Electricity,Stationary Motive Power,0.3694777830
Kea,Agriculture,Dairy Cattle Farming,Irrigator with VSD,Irrigation,PJ,Fuel Consumption,Electricity,2025,Electricity,Stationary Motive Power,0.5513653835
Kea,Agriculture,Dairy Cattle Farming,Irrigator with VSD,Irrigation,PJ,Fuel Consumption,Electricity,2030,Electricity,Stationary Motive Power,0.6930002714
Kea,Agriculture,Dairy Cattle Farming,Irrigator with VSD,Irrigation,PJ,Fuel Consumption,Electricity,2035,Electricity,Stationary Motive Power,0.8386001917
Kea,Agriculture,Dairy Cattle Farming,Irrigator with VSD,Irrigation,PJ,Fuel Consumption,Electricity,2040,Electricity,Stationary Motive Power,0.8948774590
Kea,Agriculture,Dairy Cattle Farming,Irrigator with VSD,Irrigation,PJ,Fuel Consumption,Electricity,2045,Electricity,Stationary Motive Power,0.8180608992
Kea,Agriculture,Dairy Cattle Farming,Irrigator with VSD,Irrigation,PJ,Fuel Consumption,Electricity,2050,Electricity,Stationary Motive Power,0.7478382967
Kea,Agriculture,Dairy Cattle Farming,Irrigator with VSD,Irrigation,PJ,Fuel Consumption,Electricity,2055,Electricity,Stationary Motive Power,0.6836436244
Kea,Agriculture,Dairy Cattle Farming,Irrigator with VSD,Irrigation,PJ,Fuel Consumption,Electricity,2060,Electricity,Stationary Motive Power,0.6249594427
Kea,Agriculture,Dairy Cattle Farming,Lights (General),Lighting,PJ,End Use Demand,Electricity,2018,Electricity,Electronics and Lighting,0.0110000000
Kea,Agriculture,Dairy Cattle Farming,Lights (General),Lighting,PJ,End Use Demand,Electricity,2025,Electricity,Electronics and Lighting,0.0112628467
Kea,Agriculture,Dairy Cattle Farming,Lights (General),Lighting,PJ,End Use Demand,Electricity,2030,Electricity,Electronics and Lighting,0.0109040951
Kea,Agriculture,Dairy Cattle Farming,Lights (General),Lighting,PJ,End Use Demand,Electricity,2035,Electricity,Electronics and Lighting,0.0105205642
Kea,Agriculture,Dairy Cattle Farming,Lights (General),Lighting,PJ,End Use Demand,Electricity,2040,Electricity,Electronics and Lighting,0.0101156862
Kea,Agriculture,Dairy Cattle Farming,Lights (General),Lighting,PJ,End Use Demand,Electricity,2045,Electricity,Electronics and Lighting,0.0097263897
Kea,Agriculture,Dairy Cattle Farming,Lights (General),Lighting,PJ,End Use Demand,Electricity,2050,Electricity,Electronics and Lighting,0.0093520751
Kea,Agriculture,Dairy Cattle Farming,Lights (General),Lighting,PJ,End Use Demand,Electricity,2055,Electricity,Electronics and Lighting,0.0089921657
Kea,Agriculture,Dairy Cattle Farming,Lights (General),Lighting,PJ,End Use Demand,Electricity,2060,Electricity,Electronics and Lighting,0.0086461073
Kea,Agriculture,Dairy Cattle Farming,Lights (General),Lighting,PJ,Fuel Consumption,Electricity,2018,Electricity,Electronics and Lighting,0.0458333333
Kea,Agriculture,Dairy Cattle Farming,Lights (General),Lighting,PJ,Fuel Consumption,Electricity,2025,Electricity,Electronics and Lighting,0.0250285481
Kea,Agriculture,Dairy Cattle Farming,Lights (General),Lighting,PJ,Fuel Consumption,Electricity,2030,Electricity,Electronics and Lighting,0.0242313224
Kea,Agriculture,Dairy Cattle Farming,Lights (General),Lighting,PJ,Fuel Consumption,Electricity,2035,Electricity,Electronics and Lighting,0.0233790316
Kea,Agriculture,Dairy Cattle Farming,Lights (General),Lighting,PJ,Fuel Consumption,Electricity,2040,Electricity,Electronics and Lighting,0.0224793027
Kea,Agriculture,Dairy Cattle Farming,Lights (General),Lighting,PJ,Fuel Consumption,Electricity,2045,Electricity,Electronics and Lighting,0.0216141994
Kea,Agriculture,Dairy Cattle Farming,Lights (General),Lighting,PJ,Fuel Consumption,Electricity,2050,Electricity,Electronics and Lighting,0.0207823891
Kea,Agriculture,Dairy Cattle Farming,Lights (General),Lighting,PJ,Fuel Consumption,Electricity,2055,Electricity,Electronics and Lighting,0.0199825905
Kea,Agriculture,Dairy Cattle Farming,Lights (General),Lighting,PJ,Fuel Consumption,Electricity,2060,Electricity,Electronics and Lighting,0.0192135717
Kea,Agriculture,Dairy Cattle Farming,Refrigerator,Refrigeration,PJ,End Use Demand,Electricity,2018,Electricity,Heating/Cooling,1.5419126640
Kea,Agriculture,Dairy Cattle Farming,Refrigerator,Refrigeration,PJ,End Use Demand,Electricity,2025,Electricity,Heating/Cooling,2.2408328458
Kea,Agriculture,Dairy Cattle Farming,Refrigerator,Refrigeration,PJ,End Use Demand,Electricity,2030,Electricity,Heating/Cooling,2.7483958116
Kea,Agriculture,Dairy Cattle Farming,Refrigerator,Refrigeration,PJ,End Use Demand,Electricity,2035,Electricity,Heating/Cooling,3.0048696959
Kea,Agriculture,Dairy Cattle Farming,Refrigerator,Refrigeration,PJ,End Use Demand,Electricity,2040,Electricity,Heating/Cooling,2.8892289743
Kea,Agriculture,Dairy Cattle Farming,Refrigerator,Refrigeration,PJ,End Use Demand,Electricity,2045,Electricity,Heating/Cooling,2.7780386209
Kea,Agriculture,Dairy Cattle Farming,Refrigerator,Refrigeration,PJ,End Use Demand,Electricity,2050,Electricity,Heating/Cooling,2.6711273658
Kea,Agriculture,Dairy Cattle Farming,Refrigerator,Refrigeration,PJ,End Use Demand,Electricity,2055,Electricity,Heating/Cooling,2.5683305302
Kea,Agriculture,Dairy Cattle Farming,Refrigerator,Refrigeration,PJ,End Use Demand,Electricity,2060,Electricity,Heating/Cooling,2.4694897731
Kea,Agriculture,Dairy Cattle Farming,Refrigerator,Refrigeration,PJ,Fuel Consumption,Electricity,2018,Electricity,Heating/Cooling,0.5224000302
Kea,Agriculture,Dairy Cattle Farming,Refrigerator,Refrigeration,PJ,Fuel Consumption,Electricity,2025,Electricity,Heating/Cooling,0.7594536936
Kea,Agriculture,Dairy Cattle Farming,Refrigerator,Refrigeration,PJ,Fuel Consumption,Electricity,2030,Electricity,Heating/Cooling,0.9316030993
Kea,Agriculture,Dairy Cattle Farming,Refrigerator,Refrigeration,PJ,Fuel Consumption,Electricity,2035,Electricity,Heating/Cooling,1.0185998969
Kea,Agriculture,Dairy Cattle Farming,Refrigerator,Refrigeration,PJ,Fuel Consumption,Electricity,2040,Electricity,Heating/Cooling,0.9793996523
Kea,Agriculture,Dairy Cattle Farming,Refrigerator,Refrigeration,PJ,Fuel Consumption,Electricity,2045,Electricity,Heating/Cooling,0.9417080071
Kea,Agriculture,Dairy Cattle Farming,Refrigerator,Refrigeration,PJ,Fuel Consumption,Electricity,2050,Electricity,Heating/Cooling,0.9054669037
Kea,Agriculture,Dairy Cattle Farming,Refrigerator,Refrigeration,PJ,Fuel Consumption,Electricity,2055,Electricity,Heating/Cooling,0.8706205187
