CHMCL-PH-STM_HW-FOL-Boiler,New Petroleum/Chemicals - Process Heat: Steam/Hot Water  - Fuel Oil
CHMCL-PH-STM_HW-DSL-Boiler,New Petroleum/Chemicals - Process Heat: Steam/Hot Water  - Diesel
CHMCL-PH-STM_HW-ELC-HPmp,New Petroleum/Chemicals - Process Heat: Steam/Hot Water  - Electricity
CHMCL-PH-STM_HW-COA-Boiler,New Petroleum/Chemicals - Process Heat: Steam/Hot Water  - Coal
CHMCL-PH-STM_HW-LPG-Boiler,New Petroleum/Chemicals - Process Heat: Steam/Hot Water  - LPG
CHMCL-PH-STM_HW-WOD-Boiler,New Petroleum/Chemicals - Process Heat: Steam/Hot Water  - Wood
CHMCL-PH-STM_HW-ELC-Boiler,New Petroleum/Chemicals - Process Heat: Steam/Hot Water  - Electricity
CHMCL-PH-REFRM-NGA-REFRM,New Petroleum/Chemicals - Process Heat: Reformer  - Natural Gas
CHMCL-MoTP-Stat-NGA-Pump,"New Petroleum/Chemicals - Motive Power, Stationary  - Natural Gas"
CHMCL-PH-FURN-ELC-Furn,New Petroleum/Chemicals - Process Heat: Furnace/Kiln  - Electricity
CHMCL-PH-FURN-COA-Furn,New Petroleum/Chemicals - Process Heat: Furnace/Kiln  - Coal
CHMCL-PH-FURN-FOL-Furn,New Petroleum/Chemicals - Process Heat: Furnace/Kiln  - Fuel Oil
CHMCL-PH-FURN-NGA-Furn,New Petroleum/Chemicals - Process Heat: Furnace/Kiln  - Natural Gas
CHMCL-PH-FURN-WOD-Furn,New Petroleum/Chemicals - Process Heat: Furnace/Kiln  - Wood
CHMCL-PH-FURN-LPG-Furn,New Petroleum/Chemicals - Process Heat: Furnace/Kiln  - LPG
REFI-MoTP-Stat-PET-st_ngn,"New Refining - Motive Power, Stationary  - Petrol"
REFI-MoTP-Stat-ELC-Motor,"New Refining - Motive Power, Stationary  - Electricity"
REFI-MoTP-Stat-DSL-st_ngn,"New Refining - Motive Power, Stationary  - Diesel"
REFI-MoTP-Stat-ELC-VSD-Mtr,"New Refining - Motive Power, Stationary  - Electricity"
REFI-PH-FURN-ELC-Furn,New Refining - Process Heat: Furnace/Kiln  - Electricity
REFI-PH-FURN-COA-Furn,New Refining - Process Heat: Furnace/Kiln  - Coal
REFI-PH-FURN-NGA-Furn,New Refining - Process Heat: Furnace/Kiln  - Natural Gas
REFI-PH-FURN-WOD-Furn,New Refining - Process Heat: Furnace/Kiln  - Wood
REFI-PH-FURN-LPG-Furn,New Refining - Process Heat: Furnace/Kiln  - LPG
REFI-PH-STM_HW-NGA-Boiler,New Refining - Process Heat: Steam/Hot Water  - Natural Gas
REFI-PH-STM_HW-DSL-Boiler,New Refining - Process Heat: Steam/Hot Water  - Diesel
REFI-PH-STM_HW-ELC-HPmp,New Refining - Process Heat: Steam/Hot Water  - Electricity
REFI-PH-STM_HW-COA-Boiler,New Refining - Process Heat: Steam/Hot Water  - Coal
REFI-PH-STM_HW-LPG-Boiler,New Refining - Process Heat: Steam/Hot Water  - LPG
REFI-PH-STM_HW-WOD-Boiler,New Refining - Process Heat: Steam/Hot Water  - Wood
REFI-PH-STM_HW-ELC-Boiler,New Refining - Process Heat: Steam/Hot Water  - Electricity
UREA-FDSTCK-NGA-FDSTCK,New Urea - Urea production (feedstock)  - Natural Gas
WOOD-MoTP-Stat-DSL-st_ngn,"New Wood products - Motive Power, Stationary  - Diesel"
WOOD-MoTP-Stat-ELC-Motor,"New Wood products - Motive Power, Stationary  - Electricity"
WOOD-MoTP-Stat-PET-st_ngn,"New Wood products - Motive Power, Stationary  - Petrol"
WOOD-MoTP-Stat-ELC-VSD-Mtr,"New Wood products - Motive Power, Stationary  - Electricity"
WOOD-PH-FURN-NGA-Furn,New Wood products - Process Heat: Furnace/Kiln  - Natural Gas
WOOD-PH-FURN-COA-Furn,New Wood products - Process Heat: Furnace/Kiln  - Coal
WOOD-PH-FURN-ELC-Furn,New Wood products - Process Heat: Furnace/Kiln  - Electricity
WOOD-PH-FURN-WOD-Furn,New Wood products - Process Heat: Furnace/Kiln  - Wood
WOOD-PH-FURN-LPG-Furn,New Wood products - Process Heat: Furnace/Kiln  - LPG
WOOD-PH-STM_HW-NGA-Boiler,New Wood products - Process Heat: Steam/Hot Water  - Natural Gas
WOOD-PH-STM_HW-DSL-Boiler,New Wood products - Process Heat: Steam/Hot Water  - Diesel
WOOD-PH-STM_HW-FOL-Boiler,New Wood products - Process Heat: Steam/Hot Water  - Fuel Oil
WOOD-PH-STM_HW-ELC-HPmp,New Wood products - Process Heat: Steam/Hot Water  - Electricity
WOOD-PH-STM_HW-COA-Boiler,New Wood products - Process Heat: Steam/Hot Water  - Coal
WOOD-PH-STM_HW-LPG-Boiler,New Wood products - Process Heat: Steam/Hot Water  - LPG
WOOD-PH-STM_HW-WOD-Boiler,New Wood products - Process Heat: Steam/Hot Water  - Wood
WOOD-PH-STM_HW-ELC-Boiler,New Wood products - Process Heat: Steam/Hot Water  - Electricity
WOOD-PH-STM_HW-GEO-Heat,New Wood products - Process Heat: Steam/Hot Water  - Geothermal
WOOD-Pump-ELC-Pump,New Wood products - Pumping  - Electricity
WOOD-Pump-DSL-Pump,New Wood products - Pumping  - Diesel
WOOD-Fan-ELC-Fan,New Wood products - Fans  - Electricity
WOOD-Refin-ELC-Refinery,New Wood products - Refiners  - Electricity
WOOD-AIR-ELC-CMPR,New Wood products - Compressed Air  - Electricity
PLPPPR-MoTP-Stat-DSL-st_ngn,"New Wood pulp and paper - Motive Power, Stationary  - Diesel"
PLPPPR-MoTP-Stat-ELC-Motor,"New Wood pulp and paper - Motive Power, Stationary  - Electricity"
PLPPPR-MoTP-Stat-PET-st_ngn,"New Wood pulp and paper - Motive Power, Stationary  - Petrol"
PLPPPR-MoTP-Stat-ELCVSD-Mtr,"New Wood pulp and paper - Motive Power, Stationary  - Electricity"
PLPPPR-PH-DirH-ELC-Heater,New Wood pulp and paper - Process Heat: Direct Heat  - Electricity
PLPPPR-PH-DirH-NGA-Burner,New Wood pulp and paper - Process Heat: Direct Heat  - Natural Gas
PLPPPR-PH-FURN-ELC-Furn,New Wood pulp and paper - Process Heat: Furnace/Kiln  - Electricity
PLPPPR-PH-FURN-NGA-Furn,New Wood pulp and paper - Process Heat: Furnace/Kiln  - Natural Gas
PLPPPR-PH-FURN-COA-Furn,New Wood pulp and paper - Process Heat: Furnace/Kiln  - Coal
PLPPPR-PH-FURN-WOD-Furn,New Wood pulp and paper - Process Heat: Furnace/Kiln  - Wood
PLPPPR-PH-FURN-LPG-Furn,New Wood pulp and paper - Process Heat: Furnace/Kiln  - LPG
PLPPPR-PH-STM_HW-NGA-Boiler,New Wood pulp and paper - Process Heat: Steam/Hot Water  - Natural Gas
PLPPPR-PH-STM_HW-DSL-Boiler,New Wood pulp and paper - Process Heat: Steam/Hot Water  - Diesel
PLPPPR-PH-STM_HW-FOL-Boiler,New Wood pulp and paper - Process Heat: Steam/Hot Water  - Fuel Oil
PLPPPR-PH-STM_HW-GEO-Heat,New Wood pulp and paper - Process Heat: Steam/Hot Water  - Geothermal
PLPPPR-PH-STM_HW-ELC-HPmp,New Wood pulp and paper - Process Heat: Steam/Hot Water  - Electricity
PLPPPR-PH-STM_HW-COA-Boiler,New Wood pulp and paper - Process Heat: Steam/Hot Water  - Coal
PLPPPR-PH-STM_HW-LPG-Boiler,New Wood pulp and paper - Process Heat: Steam/Hot Water  - LPG
PLPPPR-PH-STM_HW-WOD-Boiler,New Wood pulp and paper - Process Heat: Steam/Hot Water  - Wood
PLPPPR-PH-STM_HW-ELC-Boiler,New Wood pulp and paper - Process Heat: Steam/Hot Water  - Electricity
PLPPPR-Pump-ELC-Pump,New Wood pulp and paper - Pumping  - Electricity
PLPPPR-Pump-DSL-Pump,New Wood pulp and paper - Pumping  - Diesel
PLPPPR-Fan-ELC-Fan,New Wood pulp and paper - Fans  - Electricity
PLPPPR-Refin-ELC-REF,New Wood pulp and paper - Refiners  - Electricity
PLPPPR-AIR-ELC-CMPR,New Wood pulp and paper - Compressed Air  - Electricity
